grid_case;machine;batch_size;size_bus;threads;exapf-gpu_throughput;pf-net_throughput;gns_throughput;canos_throughput;gpu-0DCD_throughput
case1354pegase;t4;512;1354;-1;264.79741878716317;;;;2222.0986702133278
case1354pegase;t4;1024;1354;-1;413.2638283875259;;;;2474.220753637793
case1354pegase;t4;2048;1354;-1;415.7054595157617;;;;2523.902050396098
case1354pegase;t4;4096;1354;-1;;;;;2650.08196884887
case1354pegase;t4;8192;1354;-1;;;;;2673.0001139792225
case1354pegase;t4;16384;1354;-1;;;;;2636.5656946048275
case1354pegase;t4;32768;1354;-1;;;;;
case1354pegase;t4;65536;1354;-1;;;;;
case1354pegase;rtx6k;1;1354;-1;212.93882264131986;663.8123255008416;41.34976765081522;127.40704754955085;436.3586633240167
case1354pegase;rtx6k;2;1354;-1;;1958.9230083120085;80.93315569500383;254.91171526377013;843.2427405465025
case1354pegase;rtx6k;4;1354;-1;;2438.951331755364;160.05415856593996;517.592039976366;1530.9882366915285
case1354pegase;rtx6k;8;1354;-1;;3874.439366609948;318.59862927507663;1026.6229778414238;2479.75422359632
case1354pegase;rtx6k;16;1354;-1;231.43603478188928;3992.8833596097506;629.9421533557738;1515.1559190148305;241.35486995575903
case1354pegase;rtx6k;32;1354;-1;;3510.687419318136;1192.8703932933788;1604.5669348787967;481.2615761746067
case1354pegase;rtx6k;64;1354;-1;;3142.600307096216;2054.547475435722;1507.3523181773262;955.7106844722898
case1354pegase;rtx6k;128;1354;-1;;3047.26890637348;3491.201273242671;1436.6394055509402;1890.3558081395183
case1354pegase;rtx6k;256;1354;-1;2448.7378488844124;3105.7959274532986;4982.713615525412;1416.3951111180074;3638.3747388437637
case1354pegase;rtx6k;512;1354;-1;3220.302654704452;2273.6111164671183;5848.3550389409575;1413.1616820591532;6892.481893506773
case1354pegase;rtx6k;1024;1354;-1;3327.508169180307;2276.168270743344;5881.462908024282;1407.9623830031028;11598.35586942596
case1354pegase;rtx6k;2048;1354;-1;2824.603123275699;2913.6614946525833;5629.025079450444;1411.0129898916405;17265.43670093542
case1354pegase;rtx6k;4096;1354;-1;1951.4311028428028;3186.954719182559;5551.169443364291;1417.8367501027628;17327.869653464
case1354pegase;rtx6k;8192;1354;-1;1252.6891370434228;;5398.597557974916;;18334.392189475613
case1354pegase;rtx6k;16384;1354;-1;;;5280.140654909197;;19454.87454505649
case1354pegase;rtx6k;32768;1354;-1;;;;;19302.543449859586
case1354pegase;rtx6k;65536;1354;-1;;;;;18587.786383044404
case_ACTIVSg2000;l20;1;2000;-1;192.5105857724782;432.6806373286631;32.09212497141205;46.37328150022232;288.42466271440344
case_ACTIVSg2000;l20;2;2000;-1;;540.4068021503259;53.12772249914909;152.14986018764952;525.4876790057892
case_ACTIVSg2000;l20;4;2000;-1;;765.8740214375852;115.83024155421829;239.65136308808215;772.0691908115423
case_ACTIVSg2000;l20;8;2000;-1;;975.416337178682;234.27128942090326;414.6180641756654;1235.7160776549604
case_ACTIVSg2000;l20;16;2000;-1;149.21791047552728;962.7920044203081;453.50396505597683;492.2089885751335;164.6986105894346
case_ACTIVSg2000;l20;32;2000;-1;;912.8734996754746;713.6859196046978;482.36433462837664;328.9608074903347
case_ACTIVSg2000;l20;64;2000;-1;;902.7549100425555;1120.226896936919;399.5217839513723;648.6785795140122
case_ACTIVSg2000;l20;128;2000;-1;;919.3091351250478;1571.5574911615656;385.6533477505372;1150.91954440691
case_ACTIVSg2000;l20;256;2000;-1;1251.8905152331135;924.1482643052728;1760.3712945970979;382.2906786729989;2002.8313944867148
case_ACTIVSg2000;l20;512;2000;-1;1722.833169076883;919.6107312494179;1792.3599822682313;381.78346234165895;3258.9873944574488
case_ACTIVSg2000;l20;1024;2000;-1;1874.7696999928428;845.0441202837143;1707.6239527195942;382.06217551694897;4791.404216472358
case_ACTIVSg2000;l20;2048;2000;-1;1460.2188312068197;;1673.5169918982194;;4774.080442051738
case_ACTIVSg2000;l20;4096;2000;-1;1127.9682013950103;;1623.6006025853585;;4917.879956513072
case_ACTIVSg2000;l20;8192;2000;-1;;;1596.95399961384;;5247.672893151043
case_ACTIVSg2000;l20;16384;2000;-1;;;1599.558749692906;;5457.492071267729
case_ACTIVSg2000;l20;32768;2000;-1;;;;;
case_ACTIVSg2000;l20;65536;2000;-1;;;;;
case_ACTIVSg2000;t4;1;2000;-1;109.70517691475084;138.52510984154043;13.786098003317356;44.99016732039557;141.21003612612245
case_ACTIVSg2000;t4;2;2000;-1;;148.41069145935663;27.299445306057095;78.25674514152362;224.87087412940906
case_ACTIVSg2000;t4;4;2000;-1;;43.26943947883212;52.53888401434902;85.32875789169002;318.3712263184172
case_ACTIVSg2000;t4;8;2000;-1;;160.79155592495232;97.9676053235166;90.25882211680687;391.3169179671648
case_ACTIVSg2000;t4;16;2000;-1;25.696293138677557;167.7518976349004;179.47722503799315;94.51263331816875;98.82246703271706
case_ACTIVSg2000;t4;32;2000;-1;;166.18498260449996;274.6289307720966;96.39302287636508;191.18031895311728
case_ACTIVSg2000;t4;64;2000;-1;;155.9152207089376;381.731149241999;96.89982455194749;364.01468462882605
case_ACTIVSg2000;t4;128;2000;-1;;152.76576302715569;440.4398268613691;96.05140146137062;647.8202001114273
case_ACTIVSg2000;t4;256;2000;-1;;;451.6001960578824;;950.2078825692033
case_ACTIVSg2000;t4;512;2000;-1;174.40754152063352;;451.70894758700837;;956.8654537551342
case_ACTIVSg2000;t4;1024;2000;-1;188.73891533349362;;452.73406948394415;;1083.5081123094437
case_ACTIVSg2000;t4;2048;2000;-1;;;450.19805010465177;;1088.1281904385796
case_ACTIVSg2000;t4;4096;2000;-1;;;;;1138.1059495498903
case_ACTIVSg2000;t4;8192;2000;-1;;;;;1152.0009836989007
case_ACTIVSg2000;t4;16384;2000;-1;;;;;
case_ACTIVSg2000;t4;32768;2000;-1;;;;;
case_ACTIVSg2000;t4;65536;2000;-1;;;;;
case_ACTIVSg2000;rtx6k;1;2000;-1;153.79326282731662;1216.985598754305;43.26421182712661;137.54127969474553;240.15813326263918
case_ACTIVSg2000;rtx6k;2;2000;-1;;1473.4432140850251;85.71026232733722;262.806877736385;462.4216694524402
case_ACTIVSg2000;rtx6k;4;2000;-1;;1651.197558986267;168.7422312383295;523.7549559379161;834.8177888620655
case_ACTIVSg2000;rtx6k;8;2000;-1;;2501.1556517541444;332.4565990773242;858.3639260837889;1320.8750187966637
case_ACTIVSg2000;rtx6k;16;2000;-1;116.57914563869828;2418.840367180032;644.5845685290906;911.1016926390781;123.00565983808424
case_ACTIVSg2000;rtx6k;32;2000;-1;;2160.367269608448;1117.7257940241695;929.0683203131441;244.9087856576555
case_ACTIVSg2000;rtx6k;64;2000;-1;;1903.0235614926607;1857.9717329094153;838.481924184143;487.7350482330412
case_ACTIVSg2000;rtx6k;128;2000;-1;;1948.8080816136996;2922.6624936784783;791.9745908463112;954.490237664041
case_ACTIVSg2000;rtx6k;256;2000;-1;1264.7371260796524;1964.9792196473127;3609.902951274793;792.816829388118;1674.721714863659
case_ACTIVSg2000;rtx6k;512;2000;-1;1878.6783719003824;1977.593373839058;3773.7523243588707;804.2145063927694;3173.724329484831
case_ACTIVSg2000;rtx6k;1024;2000;-1;2260.591295494509;1995.9507154233027;3518.3001352062724;805.6619523043809;5537.4597199727905
case_ACTIVSg2000;rtx6k;2048;2000;-1;1972.0145353440912;2003.1382232325002;3467.6477724596425;806.8922164986847;8464.275659368457
case_ACTIVSg2000;rtx6k;4096;2000;-1;1370.4287471845169;;3408.80747214942;;8466.858989215658
case_ACTIVSg2000;rtx6k;8192;2000;-1;944.5164213440828;;3340.4193297599722;;8770.377664258847
case_ACTIVSg2000;rtx6k;16384;2000;-1;;;3372.9505764342875;;9520.691043725534
case_ACTIVSg2000;rtx6k;32768;2000;-1;;;;;9439.982729787898
case_ACTIVSg2000;rtx6k;65536;2000;-1;;;;;9153.360948363756
case2869pegase;l20;1;2869;-1;231.5457401018016;583.061085536489;38.348053470296485;120.06252076248315;365.5344232685445
case2869pegase;l20;2;2869;-1;;765.5546290521271;63.243947757133675;242.83872379345215;667.9572241788715
case2869pegase;l20;4;2869;-1;;845.9621928649998;146.47430945148503;396.7873245589147;1041.8934579024976
case2869pegase;l20;8;2869;-1;;786.5738395973461;271.375062999626;422.788630893997;1512.5508519858834
case2869pegase;l20;16;2869;-1;128.49727388101877;730.5126738521969;490.32552755366623;357.8586977356017;141.4560822722368
case2869pegase;l20;32;2869;-1;;659.4537105559134;739.2443794088341;294.3717771682003;283.0518015315609
case2869pegase;l20;64;2869;-1;;655.1715884482444;1067.5400537260261;275.67986550061363;555.5283532713416
case2869pegase;l20;128;2869;-1;;661.2819873693747;1358.0058912496986;270.39897166856355;1017.198521211093
case2869pegase;l20;256;2869;-1;;654.521117720676;1325.1619600631782;267.0667533678741;1779.2087759716508
case2869pegase;l20;512;2869;-1;925.868280438925;597.3437828762555;1218.1348755346057;267.5774891048828;2846.399394416048
case2869pegase;l20;1024;2869;-1;1021.0276093749499;552.1850245341972;1185.1908833933387;;4073.060554782547
case2869pegase;l20;2048;2869;-1;816.7658548785869;;1151.4476620696496;;4242.1187947983
case2869pegase;l20;4096;2869;-1;;;1115.6816120726296;;4507.365837307265
case2869pegase;l20;8192;2869;-1;;;1112.4209836445818;;4688.133603995236
case2869pegase;l20;16384;2869;-1;;;;;4096.115724018352
case2869pegase;l20;32768;2869;-1;;;;;
case2869pegase;l20;65536;2869;-1;;;;;
case2869pegase;t4;1;2869;-1;125.89309826373876;;;;168.81553204525952
case2869pegase;t4;2;2869;-1;;;;;280.5746156485882
case2869pegase;t4;4;2869;-1;;;;;380.7566060872147
case2869pegase;t4;8;2869;-1;;;;;448.4969829339067
case2869pegase;t4;16;2869;-1;23.0143235161008;;;;83.6417064155453
case2869pegase;t4;32;2869;-1;;;;;161.5107887692935
case2869pegase;t4;64;2869;-1;;;;;310.86456697288656
case2869pegase;t4;128;2869;-1;;;;;573.2880787117641
case2869pegase;t4;256;2869;-1;;;;;883.0864415200775
case2869pegase;t4;512;2869;-1;115.33379466525979;;;;950.1039101999629
case2869pegase;t4;1024;2869;-1;;;;;1075.6678126513839
case2869pegase;t4;2048;2869;-1;;;;;1081.173933272997
case2869pegase;t4;4096;2869;-1;;;;;1129.6046860978115
case2869pegase;t4;8192;2869;-1;;;;;
case2869pegase;t4;16384;2869;-1;;;;;
case2869pegase;t4;32768;2869;-1;;;;;
case2869pegase;t4;65536;2869;-1;;;;;
case2869pegase;rtx6k;1;2869;-1;156.42427004134726;1012.1126263187444;37.54562601506334;139.6140736351269;334.50387913434054
case2869pegase;rtx6k;2;2869;-1;;1458.8397016666058;77.13218389762784;259.6512626174109;637.5935911757301
case2869pegase;rtx6k;4;2869;-1;;1703.4289985417863;152.32822190230686;511.8046948899255;1116.4069047446562
case2869pegase;rtx6k;8;2869;-1;;1730.0937285011496;297.3779790415108;631.9397486752878;1758.275764425369
case2869pegase;rtx6k;16;2869;-1;100.9956976663247;1597.0270811468747;573.4299743295826;666.8354085168609;107.14878938327922
case2869pegase;rtx6k;32;2869;-1;;1373.761205742983;965.3886499150503;629.1483622009271;213.36888239323378
case2869pegase;rtx6k;64;2869;-1;;1353.994471568725;1607.4708008243622;575.3436571308745;424.40461790122754
case2869pegase;rtx6k;128;2869;-1;;1389.4337771951646;2272.1155110926006;560.6010875941616;828.2661201179761
case2869pegase;rtx6k;256;2869;-1;1027.9434121939955;1405.3997511019345;2550.7932193042134;560.4841189376655;1514.5924439366497
case2869pegase;rtx6k;512;2869;-1;1163.1687992713337;1413.9457476290056;2511.163622883484;560.8313648258379;2831.5675007973737
case2869pegase;rtx6k;1024;2869;-1;1344.0874410470708;1420.4218463852103;2437.6225795185806;561.8310098472135;4875.176400414184
case2869pegase;rtx6k;2048;2869;-1;1246.7334223193625;;2445.7267506339263;;7701.518535680622
case2869pegase;rtx6k;4096;2869;-1;848.2006656816947;;2382.8782178567726;;7935.582192804311
case2869pegase;rtx6k;8192;2869;-1;;;2361.8638034947558;;8278.54488330794
case2869pegase;rtx6k;16384;2869;-1;;;2358.0419602869624;;8938.856183727597
case2869pegase;rtx6k;32768;2869;-1;;;;;8850.659424100539
case2869pegase;rtx6k;65536;2869;-1;;;;;
case3120sp;l20;1;3120;-1;182.3779965085982;405.5002169900582;;47.02038445527535;340.1584303873444
case3120sp;l20;2;3120;-1;;821.8975080415534;;94.77552046795394;601.9379837367087
case3120sp;l20;4;3120;-1;;697.3941863469219;;152.28987378246978;975.7986518958389
case3120sp;l20;8;3120;-1;;782.8245677022544;;283.48402019440226;1381.603132256794
case3120sp;l20;16;3120;-1;94.35916524839735;730.6315057945534;;317.55169185309535;122.36566476149272
case3120sp;l20;32;3120;-1;;672.382049080618;;277.2101666237343;242.82723749349603
case3120sp;l20;64;3120;-1;;679.9342268948338;;271.0395154923077;475.01423198958923
case3120sp;l20;128;3120;-1;;691.39334269238;;263.6569735651871;870.734568004171
case3120sp;l20;256;3120;-1;883.7704693562866;685.8429803564306;;265.64736225888726;1525.542478772396
case3120sp;l20;512;3120;-1;1144.7993368559228;687.8638296140975;;266.3886098270221;2479.8843058383263
case3120sp;l20;1024;3120;-1;1203.5338349100452;640.715849648522;;;3633.329131978525
case3120sp;l20;2048;3120;-1;1120.9319721347379;;;;3744.3809686188984
case3120sp;l20;4096;3120;-1;;;;;3814.427094218782
case3120sp;l20;8192;3120;-1;;;;;3945.7110847010895
case3120sp;l20;16384;3120;-1;;;;;4051.4047589929896
case3120sp;l20;32768;3120;-1;;;;;
case3120sp;l20;65536;3120;-1;;;;;
case3120sp;t4;1;3120;-1;101.45869029747203;119.87677834926393;;48.62365101285342;153.0161486043614
case3120sp;t4;2;3120;-1;;115.85344675662213;;55.535314203881505;251.38536374079197
case3120sp;t4;4;3120;-1;;126.93701428596566;;59.91920872947035;348.3885269403307
case3120sp;t4;8;3120;-1;;127.97151448123113;;62.70554467039276;416.8707984384239
case3120sp;t4;16;3120;-1;50.50276911259858;130.2362614640532;;64.35026141259495;71.80703884551474
case3120sp;t4;32;3120;-1;;129.40014359926482;;64.83793166923087;138.51364709014527
case3120sp;t4;64;3120;-1;;123.6424065324673;;65.7960693652783;267.33006200368175
case3120sp;t4;128;3120;-1;;119.88024373057897;;66.04113286987452;493.88164048284756
case3120sp;t4;256;3120;-1;;;;;775.4373293389573
case3120sp;t4;512;3120;-1;222.41397667596138;;;;823.2113420995016
case3120sp;t4;1024;3120;-1;;;;;932.4996036838292
case3120sp;t4;2048;3120;-1;;;;;936.7641193378196
case3120sp;t4;4096;3120;-1;;;;;981.694412568455
case3120sp;t4;8192;3120;-1;;;;;
case3120sp;t4;16384;3120;-1;;;;;
case3120sp;t4;32768;3120;-1;;;;;
case3120sp;t4;65536;3120;-1;;;;;
case3120sp;rtx6k;1;3120;-1;143.57457330245322;1104.9416753574828;;134.52199506115664;307.87247805647473
case3120sp;rtx6k;2;3120;-1;;1534.806673671823;;245.0480289292749;586.0446417795113
case3120sp;rtx6k;4;3120;-1;;1899.9871512114055;;449.3419119979982;1017.5443407621649
case3120sp;rtx6k;8;3120;-1;;2083.786989101755;;579.5722661358761;1604.97642293169
case3120sp;rtx6k;16;3120;-1;73.50669185829962;1769.181260073996;;652.1313864255773;92.38361630629414
case3120sp;rtx6k;32;3120;-1;;1456.4868155329777;;610.8478845271161;184.127819910063
case3120sp;rtx6k;64;3120;-1;;1442.310860250989;;554.4584464146949;366.2815516384309
case3120sp;rtx6k;128;3120;-1;;1457.4616219545883;;550.7024326222545;710.4908778303244
case3120sp;rtx6k;256;3120;-1;833.2579211774266;1467.9895409211176;;554.9678397934117;1291.0406139541242
case3120sp;rtx6k;512;3120;-1;1244.9738270791377;1478.6863200762236;;555.7947195551858;2381.723277430592
case3120sp;rtx6k;1024;3120;-1;1478.532099520893;1484.074852423747;;556.1705870841362;4171.399071730967
case3120sp;rtx6k;2048;3120;-1;1381.3723197917243;1487.503236287594;;;6809.621697961498
case3120sp;rtx6k;4096;3120;-1;1116.1330907022582;;;;7048.646792742414
case3120sp;rtx6k;8192;3120;-1;;;;;7352.536953937794
case3120sp;rtx6k;16384;3120;-1;;;;;7940.998885075144
case3120sp;rtx6k;32768;3120;-1;;;;;7882.068926498487
case3120sp;rtx6k;65536;3120;-1;;;;;
case3375wp;l20;1;3375;-1;355.4795979047508;495.9108663643352;;57.352912520611746;348.9003899283585
case3375wp;l20;2;3375;-1;;514.6112801437321;;84.78960737978369;624.4397621912898
case3375wp;l20;4;3375;-1;;642.9112368133149;;157.28209593858165;982.9075281039718
case3375wp;l20;8;3375;-1;;687.6717656539404;;262.41691170621726;1349.1841243992544
case3375wp;l20;16;3375;-1;172.8478297427703;652.8254961076931;;266.30177739952387;115.75419873315177
case3375wp;l20;32;3375;-1;;621.3867573385502;;252.6996169197133;229.96153468135992
case3375wp;l20;64;3375;-1;;619.1243633174541;;246.22692292296483;451.662247094813
case3375wp;l20;128;3375;-1;;630.8239730193901;;242.35268570232017;813.9906175311486
case3375wp;l20;256;3375;-1;1335.7274187415628;624.3428171967732;;243.05372102435322;1427.0354097901816
case3375wp;l20;512;3375;-1;1592.2498304630271;578.5954666364267;;244.01136076005326;2345.0042341070243
case3375wp;l20;1024;3375;-1;1557.3616532209282;;;;3348.860040875344
case3375wp;l20;2048;3375;-1;1108.2710201362659;;;;3536.868152537933
case3375wp;l20;4096;3375;-1;;;;;3622.6763256144723
case3375wp;l20;8192;3375;-1;;;;;3772.975109863292
case3375wp;l20;16384;3375;-1;;;;;3276.486711016654
case3375wp;l20;32768;3375;-1;;;;;
case3375wp;l20;65536;3375;-1;;;;;
case3375wp;t4;1;3375;-1;192.31014833596146;109.4882792111118;;39.33369463095138;161.57468524108782
case3375wp;t4;2;3375;-1;;104.21025090798294;;50.660495073159396;255.8058495649436
case3375wp;t4;4;3375;-1;;113.26456482120355;;55.89751291762381;336.2039497855452
case3375wp;t4;8;3375;-1;;117.74696061455393;;57.80320831070339;402.56714118627633
case3375wp;t4;16;3375;-1;88.62347063362746;118.30741805251351;;58.94626196720057;67.49739977007063
case3375wp;t4;32;3375;-1;;117.29565396641677;;59.83583473467422;130.16984100512335
case3375wp;t4;64;3375;-1;;114.93996270007435;;60.12770961623598;251.07974219340446
case3375wp;t4;128;3375;-1;;;;;463.01523009345004
case3375wp;t4;256;3375;-1;;;;;732.0870593496721
case3375wp;t4;512;3375;-1;302.8355426948586;;;;774.9009778445931
case3375wp;t4;1024;3375;-1;;;;;876.4159872439293
case3375wp;t4;2048;3375;-1;;;;;881.7227351646917
case3375wp;t4;4096;3375;-1;;;;;924.4904350420403
case3375wp;t4;8192;3375;-1;;;;;
case3375wp;t4;16384;3375;-1;;;;;
case3375wp;t4;32768;3375;-1;;;;;
case3375wp;t4;65536;3375;-1;;;;;
case3375wp;rtx6k;1;3375;-1;260.43604571113246;1089.6556453903206;;134.3128438229369;315.37865313218504
case3375wp;rtx6k;2;3375;-1;;1496.1919920380103;;225.98200293195228;595.3082131461582
case3375wp;rtx6k;4;3375;-1;;1810.727262536225;;428.31494911960107;1027.3029461696597
case3375wp;rtx6k;8;3375;-1;;1854.2133194553367;;562.8745474226472;1624.2192930566678
case3375wp;rtx6k;16;3375;-1;136.16898044573819;1605.1140001612096;;601.9348980244216;87.08019509872217
case3375wp;rtx6k;32;3375;-1;;1309.3083759351964;;548.5606772914534;173.45449399893033
case3375wp;rtx6k;64;3375;-1;;1314.901922966076;;508.0766396671176;345.236943962492
case3375wp;rtx6k;128;3375;-1;;1332.788036230189;;507.3120629336863;667.106360600039
case3375wp;rtx6k;256;3375;-1;1369.0222617025827;1338.021634009662;;509.1671789506707;1238.6046281743475
case3375wp;rtx6k;512;3375;-1;1870.8445740425332;1347.2600047220612;;510.00585828813547;2235.9369935238115
case3375wp;rtx6k;1024;3375;-1;2040.3185955444633;1352.342583905635;;510.66505444574926;3942.3247936156417
case3375wp;rtx6k;2048;3375;-1;1656.7446385126268;1354.671936178401;;;6428.9508080911655
case3375wp;rtx6k;4096;3375;-1;1102.1016718061435;;;;6718.606295689551
case3375wp;rtx6k;8192;3375;-1;;;;;6926.922219727804
case3375wp;rtx6k;16384;3375;-1;;;;;7420.9018825362855
case3375wp;rtx6k;32768;3375;-1;;;;;7394.04386023097
case3375wp;rtx6k;65536;3375;-1;;;;;
case6515rte;l20;1;6515;-1;135.6640675558388;236.73139089972472;37.25609498318308;116.96650210218714;267.13282551761546
case6515rte;l20;2;6515;-1;;311.5273995241297;72.59456055036668;181.53877449828042;460.10654310381193
case6515rte;l20;4;6515;-1;;324.9086734952342;139.66982471921395;188.08657235671657;686.4447068018621
case6515rte;l20;8;6515;-1;;322.4413072351356;241.35810885149948;162.73983749427742;926.5184269830901
case6515rte;l20;16;6515;-1;41.83819961642048;306.076954383017;348.38760115442074;134.23772392026365;62.584112748606024
case6515rte;l20;32;6515;-1;;309.1230982548771;417.2714260662243;124.94081684684794;123.4876420611216
case6515rte;l20;64;6515;-1;;314.37073791798974;563.8595641843644;122.2618243771412;231.54021654838135
case6515rte;l20;128;6515;-1;;312.623330759131;607.9170792833114;122.74291897905547;413.76663577177015
case6515rte;l20;256;6515;-1;149.41350674093056;288.19991003807655;568.605762268225;;743.4223077978962
case6515rte;l20;512;6515;-1;391.52977897717483;;554.6739447862816;;1231.315304131136
case6515rte;l20;1024;6515;-1;411.8873938230346;;542.6123787309792;;1821.2089267055617
case6515rte;l20;2048;6515;-1;;;525.6818512887928;;1877.3259901745419
case6515rte;l20;4096;6515;-1;;;;;1919.5854120408646
case6515rte;l20;8192;6515;-1;;;;;1867.8743483717449
case6515rte;l20;16384;6515;-1;;;;;
case6515rte;l20;32768;6515;-1;;;;;
case6515rte;l20;65536;6515;-1;;;;;
case6515rte;t4;1;6515;-1;59.96953734995273;53.47389023814467;17.302762706708272;24.26816180758346;118.35178831575183
case6515rte;t4;2;6515;-1;;53.13616300156951;32.42798856164399;27.095797653931452;173.02057365077263
case6515rte;t4;4;6515;-1;;55.20940381770692;58.6651726878666;28.81218124982886;219.8107023208748
case6515rte;t4;8;6515;-1;;55.46742839284678;90.45048807105941;29.408361271643905;250.94619873698406
case6515rte;t4;16;6515;-1;19.783673986343956;53.44840367228036;124.04334845566503;29.821574405753704;35.98006505672117
case6515rte;t4;32;6515;-1;;54.42727066977029;144.56956978342382;29.504707294398038;70.85962236576066
case6515rte;t4;64;6515;-1;;;148.85478436110674;;136.63111438690387
case6515rte;t4;128;6515;-1;;;;;250.33693852994372
case6515rte;t4;256;6515;-1;;;;;383.26224109947196
case6515rte;t4;512;6515;-1;;;;;407.59259603433253
case6515rte;t4;1024;6515;-1;;;;;
case6515rte;t4;2048;6515;-1;;;;;
case6515rte;t4;4096;6515;-1;;;;;
case6515rte;t4;8192;6515;-1;;;;;
case6515rte;t4;16384;6515;-1;;;;;
case6515rte;t4;32768;6515;-1;;;;;
case6515rte;t4;65536;6515;-1;;;;;
case6515rte;rtx6k;1;6515;-1;97.2056605441198;723.6677687988861;42.4286552008316;113.81909190353838;241.51252921660324
case6515rte;rtx6k;2;6515;-1;;855.3992034784609;83.89422090184635;194.20693230047894;450.3137120994877
case6515rte;rtx6k;4;6515;-1;;858.7720995273096;163.88695320197488;276.3982965819744;757.9154158261271
case6515rte;rtx6k;8;6515;-1;;781.9821122714997;290.872659251307;293.6962780616581;1137.75695085385
case6515rte;rtx6k;16;6515;-1;32.524752856280614;662.3865762018407;498.5362733412614;267.4095611753826;47.04814603648366
case6515rte;rtx6k;32;6515;-1;;658.7625379480584;799.1831430143965;256.08889802825485;93.7154986308062
case6515rte;rtx6k;64;6515;-1;;667.7355578051753;1094.1114716767283;255.51658141580324;181.5816221987444
case6515rte;rtx6k;128;6515;-1;;674.7460579790355;1208.5401627715103;256.4149959809748;335.014920785072
case6515rte;rtx6k;256;6515;-1;328.82894159346364;678.128695182726;1167.9926530517594;256.6862466124016;635.5046178839118
case6515rte;rtx6k;512;6515;-1;467.4225621689581;682.4057480867275;1149.8553593788772;257.05865833347923;1170.8572725410152
case6515rte;rtx6k;1024;6515;-1;551.1667862575694;;1148.0158209625233;;2132.8848611116287
case6515rte;rtx6k;2048;6515;-1;531.4208505445529;;1128.794558711844;;3472.0681273926907
case6515rte;rtx6k;4096;6515;-1;;;1125.1166484809123;;3630.5651675328677
case6515rte;rtx6k;8192;6515;-1;;;1139.7529176626254;;3750.239929114214
case6515rte;rtx6k;16384;6515;-1;;;;;4069.1349409328222
case6515rte;rtx6k;32768;6515;-1;;;;;
case6515rte;rtx6k;65536;6515;-1;;;;;
case9241pegase;l20;1;9241;-1;90.62113872353576;149.59438078629333;41.58734780445535;74.20692860264099;173.1063276218714
case9241pegase;l20;2;9241;-1;;195.604916477612;78.53326538532276;125.16013236393539;297.22802301477844
case9241pegase;l20;4;9241;-1;;195.1685927132493;138.29402732374146;116.71758153934704;452.00160711736936
case9241pegase;l20;8;9241;-1;;185.92435708945766;209.9968152780933;96.57281376344187;606.034852399878
case9241pegase;l20;16;9241;-1;26.38385328802495;187.07448162521192;300.37568534415465;84.84666013812756;42.82344951822984
case9241pegase;l20;32;9241;-1;;190.30845250048563;394.39732035512924;81.92842670998704;83.13617489658495
case9241pegase;l20;64;9241;-1;;190.28990814888886;392.40484499068225;80.5855591675385;150.26111940357623
case9241pegase;l20;128;9241;-1;;;358.2479489876181;;273.9730854648242
case9241pegase;l20;256;9241;-1;135.0792120498894;;;;497.5576526760128
case9241pegase;l20;512;9241;-1;;;;;822.7305439098639
case9241pegase;l20;1024;9241;-1;;;;;1202.9029466953286
case9241pegase;l20;2048;9241;-1;;;;;1252.8715820066245
case9241pegase;l20;4096;9241;-1;;;;;1285.1431283900497
case9241pegase;l20;8192;9241;-1;;;;;
case9241pegase;l20;16384;9241;-1;;;;;
case9241pegase;l20;32768;9241;-1;;;;;
case9241pegase;l20;65536;9241;-1;;;;;
case9241pegase;t4;1;9241;-1;27.36766489627423;32.74637635888844;17.94417740403796;17.94401394103828;83.67497868426517
case9241pegase;t4;2;9241;-1;;32.13619304936358;32.60642222209067;18.776440957067503;120.81356382223218
case9241pegase;t4;4;9241;-1;;33.1906043508171;51.91131351649001;19.177558065956752;148.89564672344528
case9241pegase;t4;8;9241;-1;;32.81968010025046;73.31413507092631;19.32904127038628;168.85311191340455
case9241pegase;t4;16;9241;-1;8.65439886281675;31.52488435948177;88.56841637480086;19.62630029931103;24.42689620814888
case9241pegase;t4;32;9241;-1;;30.63495845305491;90.8783929462799;19.691725256952587;48.17045419813612
case9241pegase;t4;64;9241;-1;;;;;92.63271644776079
case9241pegase;t4;128;9241;-1;;;;;166.0447038978872
case9241pegase;t4;256;9241;-1;;;;;250.7081571701784
case9241pegase;t4;512;9241;-1;;;;;
case9241pegase;t4;1024;9241;-1;;;;;
case9241pegase;t4;2048;9241;-1;;;;;
case9241pegase;t4;4096;9241;-1;;;;;
case9241pegase;t4;8192;9241;-1;;;;;
case9241pegase;t4;16384;9241;-1;;;;;
case9241pegase;t4;32768;9241;-1;;;;;
case9241pegase;t4;65536;9241;-1;;;;;
case9241pegase;rtx6k;1;9241;-1;73.09856697175262;512.9509450587018;39.55236128486855;117.08435157421428;144.1344422968961
case9241pegase;rtx6k;2;9241;-1;;514.9081522622549;77.84155358746798;176.54316047178946;264.68782055510644
case9241pegase;rtx6k;4;9241;-1;;469.9984503174074;141.89454714066616;189.37274513489183;454.7000022907738
case9241pegase;rtx6k;8;9241;-1;;426.186348870651;234.38111189470942;190.72182729211195;700.031538576065
case9241pegase;rtx6k;16;9241;-1;21.385805820723466;391.9541900385315;395.13647983846505;175.71559354416786;31.895047545711982
case9241pegase;rtx6k;32;9241;-1;;401.4401449594671;589.4101017282974;167.03324337018168;62.317125096399586
