grid_case;machine;size_bus;threads;ls_throughput;ls_percorethroughput;pgm_throughput;pgm_percorethroughput;powermodels_throughput;powermodels_percorethroughput;pp_throughput;pp_percorethroughput;olf_throughput;olf_percorethroughput;exapf_throughput;exapf_percorethroughput;rustpower_throughput;rustpower_percorethroughput
case_ACTIVSg500;l20;500;128;53986.322813452294;421.76814698009605;75089.06418434347;586.6333139401834;194.75148292472065;1.52149596034938;9043.878053864742;70.6552972958183;;;;;;
case_ACTIVSg500;l20;500;256;49634.06872852487;193.88308097080028;80102.6068382053;312.9008079617395;181.88090726138174;0.7104722939897724;7846.242619609674;30.64938523285029;;;;;;
case_ACTIVSg500;l20;500;512;61029.5740554467;119.19838682704433;163559.7716045152;319.45267891506876;;;3150.8103155595268;6.153926397577201;;;;;;
case_ACTIVSg500;l20;500;1024;59001.07668728405;57.61823895242583;172063.95498604348;168.03120604105808;;;1842.1978374527987;1.7990213256374987;;;;;;
case_ACTIVSg500;t4;500;1;1061.1581647841178;1061.1581647841178;562.9532923032112;562.9532923032112;53.67853464276174;53.67853464276174;50.73222143561659;50.73222143561659;60.94773752887759;60.94773752887759;149.7470206328532;149.7470206328532;361.12411355744774;361.12411355744774
case_ACTIVSg500;t4;500;2;2020.6728022085333;1010.3364011042667;1143.5958151618295;571.7979075809147;101.27079762636728;50.63539881318364;96.4063680400742;48.2031840200371;113.18315361432181;56.591576807160905;228.5358285348851;114.26791426744255;577.659765847948;288.829882923974
case_ACTIVSg500;t4;500;4;3621.4269806627594;905.3567451656899;2251.639188951284;562.909797237821;173.15535767994743;43.28883941998686;188.26502009444255;47.06625502361064;196.79196256460375;49.19799064115094;424.32229783292047;106.08057445823012;1139.1977028942072;284.7994257235518
case_ACTIVSg500;t4;500;8;6815.813258076563;851.9766572595704;4455.6678323606875;556.9584790450859;254.2785993218926;31.784824915236577;350.06394948411423;43.75799368551428;372.31312811443087;46.53914101430386;674.0971657531358;84.26214571914197;2199.590466261264;274.948808282658
case_ACTIVSg500;t4;500;16;8677.189962507473;542.3243726567171;5425.286041116731;339.0803775697957;215.14489453666556;13.446555908541598;446.63209160611854;27.91450572538241;472.5217395515321;29.532608721970757;879.7576868037056;54.9848554252316;3015.9817536990095;188.4988596061881
case_ACTIVSg500;t4;500;24;7471.7251253152845;311.32188022147017;4988.402739670433;207.8501141529347;144.01877546500933;6.000782311042055;371.38269231024134;15.474278846260056;419.97745297050585;17.499060540437743;833.9391746618868;34.74746561091195;2575.5918312078934;107.3163263003289
case_ACTIVSg500;t4;500;32;7342.317599594589;229.44742498733092;4664.86724319988;145.77710134999626;106.74254617604674;3.3357045680014608;373.2398792170535;11.663746225532922;371.32888850841516;11.604027765887974;709.6094585410488;22.175295579407774;2509.5189446244613;78.42246701951441
case_ACTIVSg500;t4;500;48;5919.586425682966;123.32471720172846;3614.1339422771907;75.2944571307748;74.58223576054469;1.553796578344681;310.31081707119705;6.464808688983272;325.6350764975765;6.78406409369951;;;1972.70216109119;41.09796168939979
case_ACTIVSg500;t4;500;64;6154.3208038498315;96.16126256015362;3694.623113011148;57.728486140799184;69.2237053590845;1.0816203962356954;314.6012818186227;4.915645028415979;321.46850885914597;5.022945450924156;;;2002.8110152259187;31.29392211290498
case_ACTIVSg500;t4;500;96;6035.606429676572;62.87090030913095;;;;;;;318.5566500840515;3.3182984383755367;;;1933.603581856785;20.141703977674844
case_ACTIVSg500;rtx6k;500;1;4863.083703017525;4863.083703017525;1439.731398876024;1439.731398876024;118.53682158250452;118.53682158250452;126.93388570253063;126.93388570253063;158.59623946759936;158.59623946759936;448.42246222162765;448.42246222162765;1893.8602491449944;1893.8602491449944
case_ACTIVSg500;rtx6k;500;2;9469.454566342236;4734.727283171118;2898.9285124387306;1449.4642562193653;206.24102514097171;103.12051257048586;246.67827506442046;123.33913753221023;304.3076797317709;152.15383986588546;825.1754476395904;412.5877238197952;3584.3257962455896;1792.1628981227948
case_ACTIVSg500;rtx6k;500;4;18045.234328140756;4511.308582035189;5773.368675762933;1443.3421689407332;317.91862372687814;79.47965593171953;470.6117109266619;117.65292773166547;572.9924424744938;143.24811061862346;1193.46401163334;298.366002908335;6968.307381426288;1742.076845356572
case_ACTIVSg500;rtx6k;500;8;32810.1352564609;4101.266907057612;11510.258143980212;1438.7822679975266;276.21160492618964;34.526450615773705;899.4203824826352;112.4275478103294;969.6047538850873;121.20059423563592;2328.4795596113345;291.0599449514168;13564.345403198198;1695.5431753997748
case_ACTIVSg500;rtx6k;500;16;46407.2368695571;2900.4523043473187;22210.20752256883;1388.137970160552;270.62411591721315;16.91400724482582;1647.7319516310913;102.9832469769432;1592.228489637316;99.51428060233225;3341.6525288016983;208.85328305010614;25591.516118168434;1599.4697573855271
case_ACTIVSg500;rtx6k;500;32;72780.56319554396;2274.3925998607488;30674.089484705848;958.5652963970578;306.6015124321399;9.581297263504371;2577.3174978901166;80.54117180906614;2360.412933693667;73.7629041779271;4561.539898316426;142.5481218223883;34500.579869919355;1078.1431209349798
case_ACTIVSg500;rtx6k;500;64;84181.33683599529;1315.3333880624264;40561.7658810809;633.7775918918891;218.46689862514887;3.413545291017951;3255.9850072756335;50.87476573868177;3098.653468668331;48.41646044794267;;;47488.393827782056;742.0061535590946
case_ACTIVSg500;rtx6k;500;96;;;35537.78878455842;370.1852998391502;;;3848.0668128744232;40.08402930077524;;;;;46929.27175044318;488.8465807337831
case_ACTIVSg500;rtx6k;500;128;89020.28707393214;695.4709927650948;33537.63605840763;262.0127817063096;;;3687.200362220458;28.806252829847327;3152.720219924197;24.63062671815779;;;48081.62453543304;375.6376916830706
case1354pegase;l20;1354;1;873.41237445014;873.41237445014;;;;;86.51117389459878;86.51117389459878;;;;;;
case1354pegase;l20;1354;2;1673.5842045300733;836.7921022650366;;;;;166.74092086064584;83.37046043032292;;;;;;
case1354pegase;l20;1354;4;3020.8290890275116;755.2072722568779;;;;;334.2704082529455;83.56760206323638;;;;;;
case1354pegase;l20;1354;8;5307.873367131941;663.4841708914927;;;;;655.8828508318519;81.98535635398149;;;;;;
case1354pegase;l20;1354;16;8822.967896014228;551.4354935008893;;;;;1273.8157779773435;79.61348612358397;;;;;;
case1354pegase;l20;1354;32;10996.962242549995;343.65507007968733;;;;;2311.9185998616254;72.24745624567579;;;;;;
case1354pegase;l20;1354;64;12962.610899070112;202.5407952979705;;;;;3817.057330541001;59.641520789703144;;;;;;
case1354pegase;l20;1354;128;16833.664745465856;131.513005823952;;;;;4377.528145987862;34.199438640530175;;;;;;
case1354pegase;l20;1354;256;19243.93872874027;75.17163565914169;;;;;3157.0903524340115;12.332384189195357;;;;;;
case1354pegase;l20;1354;512;36239.84648410407;70.78095016426576;;;;;960.6471836673985;1.8762640306003877;;;;;;
case1354pegase;l20;1354;1024;34944.12648470208;34.125123520216874;;;;;508.22037173468465;0.496308956772153;;;;;;
case1354pegase;t4;1354;1;298.1630698391217;298.1630698391217;;;;;36.37927663462485;36.37927663462485;14.426749747076048;14.426749747076048;;;105.33152223710596;105.33152223710596
case1354pegase;t4;1354;2;569.7562168165209;284.87810840826046;;;;;68.59413246754164;34.29706623377082;25.722621520705058;12.861310760352529;;;187.77581071049028;93.88790535524514
case1354pegase;t4;1354;4;1073.0190115252988;268.2547528813247;;;;;129.18785794419415;32.29696448604854;51.05454027666104;12.76363506916526;;;360.0401680085619;90.01004200214048
case1354pegase;t4;1354;8;1996.5034576365624;249.5629322045703;;;;;251.69913623034873;31.46239202879359;91.18920088340433;11.39865011042554;;;710.8690032589371;88.85862540736714
case1354pegase;t4;1354;16;2577.0705859154464;161.0669116197154;;;;;319.3222528145233;19.957640800907708;118.57113360799666;7.410695850499791;;;984.6100625090937;61.53812890681836
case1354pegase;t4;1354;24;2249.503026827778;93.72929278449074;;;;;281.2549850055313;11.718957708563805;107.44801674234282;4.477000697597617;;;812.5192652403465;33.854969385014435
case1354pegase;t4;1354;32;2157.1003881170495;67.4093871286578;;;;;269.7592768549156;8.429977401716112;87.71133087630932;2.740979089884666;;;841.2974552126253;26.29054547539454
case1354pegase;t4;1354;48;1773.4776196982843;36.947450410380924;;;;;214.17604314182861;4.462000898788096;81.07631899416124;1.6890899790450258;;;644.005451405255;13.41678023760948
case1354pegase;t4;1354;64;1807.2479082382854;28.23824856622321;;;;;215.83800074715364;3.3724687616742757;80.8729456366751;1.2636397755730484;;;658.1787525070044;10.284043007921944
case1354pegase;t4;1354;96;1808.1280362733942;18.83466704451452;;;;;;;78.58147682184733;0.8185570502275764;;;632.3480786591388;6.586959152699362
case1354pegase;rtx6k;1354;1;996.3397264959643;996.3397264959643;;;;;87.93987740687318;87.93987740687318;30.98543105829099;30.98543105829099;;;421.84166481292374;421.84166481292374
case1354pegase;rtx6k;1354;2;1961.6204086833284;980.8102043416642;;;;;173.21598188204763;86.60799094102381;60.357624805394224;30.178812402697112;;;819.2925786951831;409.64628934759156
case1354pegase;rtx6k;1354;4;3790.8133425356596;947.7033356339149;;;;;332.0238453835063;83.00596134587657;112.26673148335973;28.066682870839934;;;1603.3283426245887;400.83208565614717
case1354pegase;rtx6k;1354;8;7187.064575954193;898.3830719942741;;;;;649.162245629329;81.14528070366613;194.0983361269249;24.26229201586561;;;3179.3471505921034;397.4183938240129
case1354pegase;rtx6k;1354;16;12812.610587727038;800.7881617329399;;;;;1129.6389298119948;70.60243311324967;348.35206381454645;21.772003988409153;;;5999.994647624533;374.9996654765333
case1354pegase;rtx6k;1354;32;17400.54857625475;543.767143007961;;;;;1702.3616403578753;53.198801261183604;563.414274985168;17.6066960932865;;;8712.971052703786;272.2803453969933
case1354pegase;rtx6k;1354;64;21923.817063236216;342.5596416130659;;;;;2027.3451081803587;31.677267315318105;745.8540793015054;11.653969989086022;;;11717.772764632853;183.09019944738833
case1354pegase;rtx6k;1354;96;;;;;;;2371.583213407803;24.703991806331285;;;;;12038.900256606436;125.40521100631703
case1354pegase;rtx6k;1354;128;22004.778386525348;171.91233114472928;;;;;2218.303333559532;17.330494793433843;744.6459578792239;5.817546545931437;;;12719.734180160782;99.37292328250611
case_ACTIVSg2000;l20;2000;1;306.08935330506796;306.08935330506796;;;21.352605576775453;21.352605576775453;67.01831033895503;67.01831033895503;;;;;;
case_ACTIVSg2000;l20;2000;2;584.942909395885;292.4714546979425;;;40.398384979912784;20.199192489956392;132.58285407924654;66.29142703962327;;;;;;
case_ACTIVSg2000;l20;2000;4;1151.6075500415648;287.9018875103912;;;58.98045905057428;14.74511476264357;257.56883463767986;64.39220865941996;;;;;;
case_ACTIVSg2000;l20;2000;8;2068.833824931198;258.6042281163997;;;55.34247716173449;6.917809645216812;513.2027666840081;64.15034583550101;;;;;;
case_ACTIVSg2000;l20;2000;16;3547.804453402929;221.73777833768307;;;67.83783220598336;4.23986451287396;971.9749627681945;60.748435173012155;;;;;;
case_ACTIVSg2000;l20;2000;32;4946.767630841187;154.5864884637871;;;57.616221354323564;1.8005069173226114;1782.0463933502892;55.68894979219654;;;;;;
case_ACTIVSg2000;l20;2000;64;6074.173784503513;94.9089653828674;;;46.78499377204868;0.7310155276882606;2615.5321143531696;40.867689286768275;;;;;;
case_ACTIVSg2000;l20;2000;128;7578.700205450749;59.20859535508398;;;41.943209473329695;0.32768132401038824;3032.264310396804;23.68956492497503;;;;;;
case_ACTIVSg2000;l20;2000;256;9524.127532435888;37.20362317357769;;;41.625728408309556;0.1626005015949592;1967.0972448688733;7.683973612769036;;;;;;
case_ACTIVSg2000;l20;2000;512;12718.515115479504;24.840849834920906;;;;;1075.1558735870192;2.099913815599647;;;;;;
case_ACTIVSg2000;l20;2000;1024;14916.831782646148;14.567218537740379;;;;;423.4507996024427;0.41352617148676046;;;;;;
case_ACTIVSg2000;t4;2000;1;123.76067351596961;123.76067351596961;;;9.449618222241604;9.449618222241604;29.22250536153879;29.22250536153879;9.698079188011919;9.698079188011919;26.042742602683532;26.042742602683532;45.90362278594499;45.90362278594499
case_ACTIVSg2000;t4;2000;2;241.5408322394927;120.77041611974634;;;17.478601454581973;8.739300727290987;54.233343007752055;27.116671503876027;18.248632399437962;9.124316199718981;49.3357031039706;24.6678515519853;85.3671764992841;42.68358824964205
case_ACTIVSg2000;t4;2000;4;462.572184284577;115.64304607114425;;;29.811999429081265;7.452999857270316;105.25504131064885;26.313760327662212;36.61342279343937;9.153355698359842;88.80324792347561;22.200811980868902;163.470791802581;40.86769795064525
case_ACTIVSg2000;t4;2000;8;865.7155631796867;108.21444539746084;;;41.31088954888442;5.163861193610552;201.0447236895667;25.130590461195837;67.54421248409051;8.443026560511314;177.0227550922612;22.12784438653265;319.5346991171053;39.94183738963816
case_ACTIVSg2000;t4;2000;16;1095.405008397908;68.46281302486925;;;36.719836021151814;2.2949897513219883;252.9671302405391;15.810445640033693;86.81492698499912;5.425932936562445;219.34186922041636;13.708866826276022;457.0202252972299;28.56376408107687
case_ACTIVSg2000;t4;2000;24;947.9545939861804;39.49810808275752;;;26.334852884900194;1.0972855368708414;224.95547099560196;9.373144624816748;77.47229634460314;3.2280123476917972;183.692127592719;7.653838649696625;375.6307903965902;15.65128293319126
case_ACTIVSg2000;t4;2000;32;877.4916468554724;27.42161396423351;;;20.78999553728681;0.6496873605402128;206.72002029317034;6.460000634161573;67.57177909884825;2.111618096839008;154.47432160944157;4.827322550295049;361.0086973443333;11.281521792010416
case_ACTIVSg2000;t4;2000;48;694.3844966569098;14.466343680352288;;;15.013687840833708;0.3127851633507022;170.283830685113;3.5475798059398542;58.9661962297579;1.2284624214532895;;;269.9553834739571;5.624070489040773
case_ACTIVSg2000;t4;2000;64;697.9534864360254;10.905523225562897;;;15.048859419914026;0.23513842843615665;171.65618782290886;2.682127934732951;58.778157398221886;0.918408709347217;;;275.800277550963;4.309379336733797
case_ACTIVSg2000;t4;2000;96;691.1865131454354;7.199859511931618;;;;;;;57.51802099585456;0.5991460520401517;;;267.48607532215976;2.7863132846058307
case_ACTIVSg2000;rtx6k;2000;1;356.1982779112196;356.1982779112196;;;18.900547574130268;18.900547574130268;68.3478037656668;68.3478037656668;21.568050173430937;21.568050173430937;74.89443474706268;74.89443474706268;179.03980750100513;179.03980750100513
case_ACTIVSg2000;rtx6k;2000;2;713.6531173907491;356.82655869537456;;;32.48238897106948;16.24119448553474;132.88390485812687;66.44195242906343;43.065745008233385;21.532872504116693;135.8287988165435;67.91439940827175;353.7555728685912;176.8777864342956
case_ACTIVSg2000;rtx6k;2000;4;1378.6590906978186;344.66477267445464;;;48.64520104275886;12.161300260689716;248.66407469517824;62.16601867379456;84.78938960434088;21.19734740108522;235.84163956925406;58.960409892313514;697.6421220539639;174.41053051349098
case_ACTIVSg2000;rtx6k;2000;8;2639.209825264119;329.9012281580149;;;48.5125302421759;6.064066280271987;489.52771138834584;61.19096392354323;134.6102995665215;16.826287445815186;450.37924274845005;56.29740534355626;1375.7033555979183;171.9629194497398
case_ACTIVSg2000;rtx6k;2000;16;4876.832999438283;304.8020624648927;;;43.520163328719946;2.7200102080449966;878.8818021198416;54.9301126324901;248.99286747564992;15.56205421722812;620.3515270196305;38.7719704387269;2662.6209410646725;166.41380881654203
case_ACTIVSg2000;rtx6k;2000;32;6797.769401570914;212.43029379909106;;;44.688996881452226;1.396531152545382;1312.1998336020506;41.00624480006408;416.65262113564376;13.020394410488867;889.7032964099689;27.803228012811527;3935.4467413823595;122.98271066819873
case_ACTIVSg2000;rtx6k;2000;64;8740.64601097116;136.57259392142439;;;50.473901820296724;0.7886547159421363;1583.5599670877223;24.74312448574566;550.4777246687095;8.601214447948585;;;5394.886181858303;84.29509659153598
case_ACTIVSg2000;rtx6k;2000;96;;;;;;;1723.6880780520974;17.955084146376013;;;;;4896.67591750773;51.00704080737219
case_ACTIVSg2000;rtx6k;2000;128;8661.145030947406;67.66519555427661;;;;;1642.7200678860024;12.833750530359394;544.6006538982044;4.254692608579722;;;5457.477162848982;42.63654033475767
case2869pegase;l20;2869;1;226.86326492709443;226.86326492709443;;;;;59.473284003034045;59.473284003034045;;;;;;
case2869pegase;l20;2869;2;451.06538439140866;225.53269219570433;;;;;113.59410516746631;56.797052583733155;;;;;;
case2869pegase;l20;2869;4;872.5069155927382;218.12672889818455;;;;;223.1954500059067;55.79886250147668;;;;;;
case2869pegase;l20;2869;8;1601.3917728422032;200.1739716052754;;;;;448.47777199342204;56.059721499177755;;;;;;
case2869pegase;l20;2869;16;2817.0372699609266;176.0648293725579;;;;;840.6633065883253;52.54145666177033;;;;;;
case2869pegase;l20;2869;32;4180.599350213518;130.64372969417244;;;;;1541.1618217346636;48.16130692920824;;;;;;
case2869pegase;l20;2869;64;5411.384107845694;84.55287668508898;;;;;1879.4361832673476;29.366190363552306;;;;;;
case2869pegase;l20;2869;128;6537.265449224169;51.07238632206382;;;;;2097.7970663573633;16.3890395809169;;;;;;
case2869pegase;l20;2869;256;9566.405053502865;37.36876974024557;;;;;1178.9529801354643;4.605285078654157;;;;;;
case2869pegase;l20;2869;512;11655.832189505645;22.765297245128213;;;;;854.7762218166384;1.669484808235622;;;;;;
case2869pegase;l20;2869;1024;7307.803463429192;7.13652681975507;;;;;302.0624461123182;0.2949828575315607;;;;;;
case2869pegase;t4;2869;1;119.15565484174827;119.15565484174827;;;;;25.5763595358589;25.5763595358589;5.563304517253458;5.563304517253458;;;48.462222564013366;48.462222564013366
case2869pegase;t4;2869;2;226.95174672639672;113.47587336319836;;;;;48.451460335341054;24.225730167670527;10.445639342284677;5.2228196711423385;;;87.35630615084543;43.67815307542271
case2869pegase;t4;2869;4;434.12421947373383;108.53105486843346;;;;;92.2032914871313;23.050822871782824;19.962241395409823;4.990560348852456;;;165.66678208625603;41.41669552156401
case2869pegase;t4;2869;8;813.7661025003224;101.7207628125403;;;;;169.7520435187409;21.21900543984261;41.37995476314691;5.172494345393364;;;324.434959061151;40.554369882643876
case2869pegase;t4;2869;16;1054.319714187726;65.89498213673288;;;;;222.71815974765386;13.919884984228366;50.92389057997246;3.1827431612482786;;;460.60081999607587;28.787551249754742
case2869pegase;t4;2869;24;857.3911517369635;35.724631322373476;;;;;194.23817162078979;8.093257150866242;44.254844762703335;1.843951865112639;;;413.4940328971425;17.22891803738094
case2869pegase;t4;2869;32;821.3407753167066;25.666899228647083;;;;;180.30276219098684;5.634461318468339;39.85210160157311;1.2453781750491597;;;360.36113027983697;11.261285321244905
case2869pegase;t4;2869;48;619.9551017174607;12.915731285780431;;;;;145.45296955735034;3.0302701991114653;33.790978659043546;0.7039787220634072;;;259.75444975387484;5.411551036539059
case2869pegase;t4;2869;64;630.2005879315481;9.846884186430438;;;;;144.3550702520873;2.255547972688864;33.09574840837772;0.5171210688809019;;;273.94381738184495;4.280372146591327
case2869pegase;t4;2869;96;616.8860362521478;6.425896210959873;;;;;;;1.2097163274620102;0.01260121174439594;;;256.6850128700419;2.6738022173962697
case2869pegase;rtx6k;2869;1;268.5679240208699;268.5679240208699;;;;;57.56467550737606;57.56467550737606;12.340436152362814;12.340436152362814;;;173.61970193185832;173.61970193185832
case2869pegase;rtx6k;2869;2;528.9829967713823;264.49149838569116;;;;;116.8667666625205;58.43338333126025;21.925181403711203;10.962590701855602;;;336.43566705904914;168.21783352952457
case2869pegase;rtx6k;2869;4;1037.9973267804758;259.49933169511894;;;;;225.65491400841807;56.41372850210452;42.32429638327464;10.58107409581866;;;668.7134499927608;167.1783624981902
case2869pegase;rtx6k;2869;8;1884.064037390134;235.50800467376675;;;;;416.54352239742246;52.06794029967781;84.73694536288546;10.592118170360683;;;1305.2118605929759;163.15148257412199
case2869pegase;rtx6k;2869;16;3776.4662300221626;236.02913937638516;;;;;784.8372389141146;49.05232743213216;147.71427992659156;9.232142495411972;;;2459.4411246413138;153.7150702900821
case2869pegase;rtx6k;2869;32;5352.832097234246;167.2760030385702;;;;;1043.7273234734887;32.61647885854652;246.0621776038843;7.689443050121384;;;3575.2854929942564;111.72767165607051
case2869pegase;rtx6k;2869;64;6805.014428564213;106.32835044631582;;;;;1285.964408122163;20.093193876908796;327.841503564867;5.122523493201047;;;5223.160346957001;81.61188042120314
case2869pegase;rtx6k;2869;96;;;;;;;1433.5043289318526;14.932336759706798;;;;;5019.975046510496;52.29140673448433
case2869pegase;rtx6k;2869;128;6445.84254600116;50.358144890634065;;;;;1306.5796338752825;10.207653389650645;310.9970003799846;2.42966406546863;;;5330.47260766166;41.64431724735672
case3120sp;l20;3120;1;405.4292889158683;405.4292889158683;;;14.606921257742673;14.606921257742673;62.33578312452119;62.33578312452119;;;;;;
case3120sp;l20;3120;2;749.6261376127412;374.8130688063706;;;30.41640325615288;15.20820162807644;123.31976746442498;61.65988373221249;;;;;;
case3120sp;l20;3120;4;1403.0441511201689;350.7610377800422;;;48.25212852758948;12.06303213189737;245.9831573568472;61.4957893392118;;;;;;
case3120sp;l20;3120;8;2415.459024574059;301.9323780717574;;;50.299631538668216;6.287453942333527;473.0530885086276;59.13163606357845;;;;;;
case3120sp;l20;3120;16;3317.3366832485717;207.33354270303573;;;34.388501937114185;2.1492813710696366;859.9147834116964;53.74467396323102;;;;;;
case3120sp;l20;3120;32;4302.328154625451;134.44775483204535;;;32.31742912084164;1.0099196600263012;1600.4514886280208;50.01410901962565;;;;;;
case3120sp;l20;3120;64;5778.205461438174;90.28446033497147;;;34.99780685301337;0.546840732078334;2085.2869014711005;32.582607835485945;;;;;;
case3120sp;l20;3120;128;5947.536926152548;46.465132235566784;;;30.717244874354225;0.2399784755808924;2040.416278091404;15.940752172589093;;;;;;
case3120sp;l20;3120;256;6343.4504388385385;24.77910327671304;;;27.878488036538954;0.10890034389273029;1127.2975411727193;4.403506020205935;;;;;;
case3120sp;l20;3120;512;5733.9974338872335;11.199213738061003;;;;;957.8763738568966;1.8708522926892512;;;;;;
case3120sp;l20;3120;1024;5771.727095497847;5.636452241697116;;;;;373.27758463773165;0.3645288912477848;;;;;;
case3120sp;t4;3120;1;187.7642654076298;187.7642654076298;;;6.693952583601272;6.693952583601272;26.226339349229644;26.226339349229644;7.724302462554281;7.724302462554281;20.328725453596192;20.328725453596192;42.92582996475666;42.92582996475666
case3120sp;t4;3120;2;355.3951791448726;177.6975895724363;;;12.485521049524854;6.242760524762427;49.5544871246064;24.7772435623032;15.725078789140046;7.862539394570023;39.74889528268106;19.87444764134053;74.43826436949118;37.21913218474559
case3120sp;t4;3120;4;665.8905446811809;166.47263617029523;;;20.107662506712643;5.026915626678161;96.64377907340997;24.160944768352493;27.683877992785547;6.920969498196387;61.44631980522162;15.361579951305405;143.46390723695527;35.865976809238816
case3120sp;t4;3120;8;1165.9361714477136;145.7420214309642;;;28.738861353729437;3.5923576692161796;183.51649287999618;22.939561609999522;52.633871825871736;6.579233978233967;100.8673325731949;12.608416571649363;283.47406892208494;35.43425861526062
case3120sp;t4;3120;16;1445.1169089474267;90.31980680921417;;;26.35091685316602;1.6469323033228762;230.27829657662582;14.392393536039114;70.54271167151266;4.408919479469541;155.48668706009403;9.717917941255877;392.3052769915089;24.519079811969306
case3120sp;t4;3120;24;1237.2018174243578;51.55007572601491;;;19.966078792010766;0.8319199496671152;207.77058465618165;8.65710769400757;63.92170269133665;2.6634042788056935;121.00589819924049;5.041912424968354;318.56126273458426;13.273385947274344
case3120sp;t4;3120;32;1184.5918780117743;37.018496187867946;;;15.56184185681729;0.4863075580255403;201.235804227715;6.2886188821160935;55.12212283994039;1.7225663387481371;110.03134562363192;3.4384795507384975;294.3947132124585;9.199834787889328
case3120sp;t4;3120;48;917.0288838095009;19.104768412697936;;;12.38344857651299;0.2579885120106873;158.59219363800804;3.3040040341251675;47.73383745785387;0.9944549470386224;;;227.94467463359234;4.748847388199841
case3120sp;t4;3120;64;938.8327656754425;14.669261963678789;;;12.329779643335952;0.19265280692712425;158.2752523171603;2.4730508174556296;47.636008627530096;0.7443126348051577;;;233.8981176139248;3.654658087717575
case3120sp;t4;3120;96;902.6639844322098;9.402749837835518;;;;;;;;;;;223.7195316749209;2.330411788280426
case3120sp;rtx6k;3120;1;463.32800393251904;463.32800393251904;;;13.253707230534248;13.253707230534248;59.7042993017094;59.7042993017094;16.327676789979392;16.327676789979392;61.225615294087795;61.225615294087795;158.03748939537817;158.03748939537817
case3120sp;rtx6k;3120;2;909.9778814668231;454.98894073341154;;;22.128546515053788;11.064273257526894;123.89670918016188;61.94835459008094;32.44822026304682;16.22411013152341;119.61132081606557;59.805660408032786;309.60036527190385;154.80018263595193
case3120sp;rtx6k;3120;4;1752.005380457211;438.00134511430275;;;36.77667064649452;9.19416766162363;244.78458533446644;61.19614633361661;61.85093218929411;15.462733047323528;225.82948893819952;56.45737223454988;611.8630663059944;152.9657665764986
case3120sp;rtx6k;3120;8;3310.3630282918234;413.7953785364779;;;35.34437009920916;4.418046262401145;449.69957454369376;56.21244681796172;105.40347860571742;13.175434825714678;301.40571149851877;37.675713937314846;1193.0680693692293;149.13350867115366
case3120sp;rtx6k;3120;16;5741.360221427514;358.83501383921964;;;31.83741244196999;1.9898382776231245;784.4790433818937;49.029940211368356;195.14942722544822;12.196839201590514;446.28119975565284;27.892574984728302;2245.06204276224;140.31637767264
case3120sp;rtx6k;3120;32;7725.328134773172;241.41650421166162;;;31.02223417469117;0.9694448179590991;1233.8082959491937;38.556509248412304;303.9761503294646;9.499254697795768;581.0675252785986;18.158360164956207;3263.0922327378844;101.97163227305889
case3120sp;rtx6k;3120;64;8783.337969987528;137.23965578105512;;;34.750289774556826;0.5429732777274504;1232.606036646441;19.25946932260064;421.7184547823839;6.5893508559747485;;;4115.619806334567;64.30655947397761
case3120sp;rtx6k;3120;96;;;;;;;1500.7568771146525;15.632884136610963;;;;;4485.224347079677;46.72108694874663
case3120sp;rtx6k;3120;128;9192.160094850648;71.81375074102068;;;;;1315.1389928437654;10.274523381591917;433.8848218325309;3.389725170566648;;;4589.45407029758;35.855109924199844
case3375wp;l20;3374;1;343.5189828484929;343.5189828484929;;;;;57.76886258497469;57.76886258497469;;;;;;
case3375wp;l20;3374;2;683.3491031857699;341.67455159288494;;;;;111.04832871852766;55.52416435926383;;;;;;
case3375wp;l20;3374;4;1247.2040334642572;311.8010083660643;;;;;218.30744073851187;54.57686018462797;;;;;;
case3375wp;l20;3374;8;2095.5893894516084;261.94867368145106;;;;;434.6581421266282;54.332267765828526;;;;;;
case3375wp;l20;3374;16;3305.523904541524;206.59524403384526;;;;;838.7329362946712;52.42080851841695;;;;;;
case3375wp;l20;3374;32;6188.223629021911;193.3819884069347;;;;;1412.0652364124237;44.12703863788824;;;;;;
case3375wp;l20;3374;64;5228.776045482344;81.69962571066162;;;;;1803.3559203962682;28.17743625619169;;;;;;
case3375wp;l20;3374;128;5349.543259590558;41.79330671555123;;;;;1809.582997607313;14.137367168807133;;;;;;
case3375wp;l20;3374;256;6045.305890989726;23.61447613667862;;;;;1056.7345854398825;4.127869474374541;;;;;;
case3375wp;l20;3374;512;6203.932863886056;12.117056374777453;;;;;927.4615118482138;1.8114482653285426;;;;;;
case3375wp;l20;3374;1024;5553.661873461911;5.423497923302647;;;;;267.3795729322814;0.26111286419168106;;;;;;
case3375wp;t4;3374;1;167.5088028268062;167.5088028268062;;;;;25.677528670733818;25.677528670733818;;;;;57.880632352920074;57.880632352920074
case3375wp;t4;3374;2;315.17934901100426;157.58967450550213;;;;;41.997962319783966;20.998981159891983;;;;;103.62263351617756;51.81131675808878
case3375wp;t4;3374;4;582.041116038788;145.510279009697;;;;;88.9638317394021;22.240957934850524;;;;;196.8524950043638;49.21312375109095
case3375wp;t4;3374;8;1053.507931674748;131.6884914593435;;;;;163.24379113059211;20.405473891324014;;;;;375.2858463615523;46.910730795194034
case3375wp;t4;3374;16;1310.2542617744311;81.89089136090195;;;;;211.92215150497321;13.245134469060826;;;;;522.5324259987885;32.658276624924284
